Train.Red Export for,Session at 2025-05-06 2:15 p.m.,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor 1,Train.Red FYER,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor DataType,expertV13,,,,,,,,,,
Sensor ID,Train.Red FYER 0673,,,,,,,,,,
Mac Address,,,,,,,,,,,
Firmware Version,,,,,,,,,,,
Sensor Position,legRightUpperFront,,,,,,,,,,
2452.85,1,,56.16,15.79,3,-1,,58.73,26.47,3,-1
2453.01,1,,56.58,15.66,3,-1,,59.43,26.04,3,-1
2453.06,1,,56.77,15.55,3,-1,,60.38,26.35,3,-1
2453.81,1,,55.79,14.75,3,-1,,60.13,26.3,3,-1
2453.81,1,,55.79,14.75,3,-1,,59.16,26.59,3,-1
2453.82,1,,55.79,14.75,3,-1,,60.14,26.76,3,-1
2453.82,1,,55.79,14.75,3,-1,,59.93,26.56,3,-1
2453.82,1,,55.79,14.75,3,-1,,59.93,26.56,3,-1
2453.82,1,,55.79,14.75,3,-1,,58.7,26.02,3,-1
2453.82,1,,55.79,14.75,3,-1,,59.98,26.13,3,-1
2453.84,1,,55.79,14.75,3,-1,,58.54,26.06,3,-1
2454.02,1,,57.41,15.32,3,-1,,60.58,26.1,3,-1
2454.05,1,,57.41,15.32,3,-1,,59.67,25.91,3,-1
2454.14,1,,55.77,15.6,3,-1,,58.79,26.28,3,-1
2454.35,1,,55.92,15.11,3,-1,,59.21,26.12,3,-1
2454.35,1,,55.92,15.11,3,-1,,57.39,25.94,3,-1
2454.44,1,,55.84,15.46,3,0,,59.63,26.24,3,-1
2454.53,1,,55.62,15.81,3,0,,58.69,26.09,3,-1
2454.78,1,,56.52,15.71,3,0,,58.54,26.07,3,-1
2454.78,1,,56.52,15.71,3,0,,59.87,25.76,3,-1
2454.83,1,,56.35,15.62,3,0,,58.51,25.74,3,-1
2454.92,1,,56.49,15.11,3,0,,60.19,25.9,3,-1
2455.04,1,,54.26,15.3,3,0,,59.63,26.05,3,-1
2455.13,1,,55.66,15.68,3,0,,58.48,25.77,3,-1
2455.35,1,,55.99,15.76,3,0,,59.22,26,3,-1
2455.35,1,,55.99,15.76,3,0,,58,26.05,3,-1
2455.43,1,,55.64,15.78,3,0,,59.28,25.97,3,-1
2455.53,1,,54.82,15.98,3,0,,58.25,26,3,-1
2455.76,1,,55.79,15.8,3,0,,58.94,25.69,3,-1
2455.77,1,,55.79,15.8,3,0,,58.95,26.07,3,-1
2455.82,1,,56.52,15.69,3,0,,58.65,25.69,3,-1
2455.91,1,,55.83,15.3,3,0,,60.97,25.42,3,-1
2456.04,1,,55.83,15.3,3,0,,58.07,26.16,3,-1
2456.12,1,,56.61,16.08,3,0,,59.06,26.29,3,-1
2456.21,1,,56.48,16.09,3,0,,58.72,25.61,3,-1
2456.43,1,,56.54,16.31,3,0,,58.93,25.79,3,-1
2456.43,1,,56.54,16.31,3,0,,58.93,25.79,3,-1
2456.55,1,,55.92,15.88,3,0,,58.93,25.66,3,-1
2456.66,1,,56.41,15.74,3,0,,58.37,26.09,3,-1
2456.75,1,,56.56,15.61,3,0,,58.37,26.5,3,-1
2456.81,1,,56.54,15.63,3,0,,59.6,26.73,3,-1
2457.05,1,,55.85,15.86,3,0,,58.77,26.31,3,-1
2457.06,1,,55.85,15.86,3,0,,59.05,26.96,3,-1
2457.11,1,,56.1,15.7,3,0,,58.49,26.84,3,-1
2457.24,1,,56.1,15.7,3,0,,59.23,26.94,3,-1
2457.32,1,,57.15,15.82,3,0,,60.14,26.87,3,-1
2457.41,1,,57.15,15.82,3,0,,59.65,26.83,3,-1
2457.5,1,,56.18,15.71,3,0,,59.92,26.77,3,-1
2457.87,1,,56.3,15.97,3,0,,59.45,27.17,3,-1
2457.87,1,,56.3,15.97,3,0,,59.44,26.76,3,-1
2457.89,1,,56.3,15.97,3,0,,59.2,26.34,3,-1
2457.89,1,,56.3,15.97,3,0,,59.5,26.02,3,-1
2458.11,1,,55.64,16.2,3,0,,59.11,26.48,3,-1
2458.11,1,,55.64,16.2,3,0,,58.88,26.23,3,-1
2458.19,1,,55.64,16.2,3,0,,59.23,26.65,3,-1
2458.31,1,,56.28,16.23,3,0,,61.62,26.87,3,-1
2459.06,1,,56.5,16.09,3,0,,59.26,26.29,3,-1
2459.06,1,,56.5,16.09,3,0,,59.08,26.11,3,-1
2459.06,1,,56.5,16.09,3,0,,59.08,26.11,3,-1
2459.06,1,,56.5,16.09,3,0,,58.35,25.76,3,-1
2459.06,1,,56.5,16.09,3,0,,58.35,25.76,3,-1
2459.06,1,,56.5,16.09,3,0,,58.44,25,3,-1
2459.06,1,,56.5,16.09,3,0,,58.44,25,3,-1
2459.09,1,,56.63,16.12,3,0,,57.69,25.44,3,-1
2459.18,1,,56.48,16.2,3,0,,57.41,25.52,3,-1
2459.3,1,,54.67,15.99,3,0,,58.02,26.15,3,-1
2459.51,1,,56.62,16.31,3,0,,58.46,25.64,3,-1
2459.51,1,,56.62,16.31,3,0,,58.68,25.59,3,-1
2459.6,1,,56.58,16.44,3,0,,59.06,25.79,3,-1
2459.76,1,,56.63,16.43,3,0,,59.16,25.61,3,-1
2459.78,1,,56.63,16.43,3,0,,58.19,25.58,3,-1
2459.9,1,,56.63,16.43,3,0,,58.81,25.83,3,-1
2460.05,1,,55.69,16.53,3,0,,58.57,25.74,3,-1
2460.08,1,,55.69,16.53,3,0,,58.76,25.58,3,-1
2460.17,1,,56.39,16.78,3,0,,58.06,25.72,3,-1
2460.38,1,,56.53,16.56,3,0,,59.02,25.72,3,-1
2460.38,1,,56.53,16.56,3,0,,59.25,25.79,3,-1
2460.59,1,,56.72,16.75,3,0,,58.84,25.77,3,-1
2460.59,1,,56.72,16.75,3,0,,56.75,25.96,3,-1
2460.68,1,,56.06,16.98,3,0,,58.18,25.75,3,-1
2460.77,1,,59.18,17.17,3,0,,59.01,25.78,3,-1
2461.02,1,,57.13,16.68,3,0,,58.73,25.81,3,-1
2461.02,1,,57.13,16.68,3,0,,58.34,25.66,3,-1
2461.07,1,,56.54,16.56,3,0,,57.9,25.44,3,-1
2461.19,1,,56.92,16.63,3,0,,59.48,25.28,3,-1
2461.28,1,,56.8,16.09,3,0,,57.65,25.4,3,-1
2461.53,1,,57.09,16.7,3,0,,57.51,25.31,3,-1
2461.53,1,,57.09,16.7,3,0,,57.51,25.31,3,-1
2461.58,1,,55.68,16.67,3,0,,57.27,25.59,3,-1
2461.67,1,,55.68,16.67,3,0,,58.22,25.51,3,-1
2461.77,1,,57.13,16.8,3,0,,58.4,25.62,3,-1
2462,1,,57.01,16.88,3,0,,57.95,25.63,3,-1
2462,1,,57.01,16.88,3,0,,57.95,25.63,3,-1
2462.07,1,,56.32,17.09,3,0,,58.1,25.69,3,-1
2463.07,1,,56.98,17.29,3,0,,59.79,25.6,3,-1
2463.07,1,,56.98,17.29,3,0,,58.61,25.55,3,-1
2463.07,1,,56.98,17.29,3,0,,58.61,25.55,3,-1
2463.07,1,,56.98,17.29,3,0,,58.85,25.73,3,-1
2463.07,1,,56.98,17.29,3,0,,58.54,25.67,3,-1
2463.07,1,,56.98,17.29,3,0,,58.54,25.67,3,-1
2463.07,1,,56.98,17.29,3,0,,58.17,25.82,3,-1
2463.07,1,,56.98,17.29,3,0,,58.17,25.82,3,-1
2463.08,1,,56.98,17.29,3,0,,58.81,25.73,3,-1
2463.08,1,,56.98,17.29,3,0,,58.01,25.84,3,-1
2463.27,1,,56.98,17.29,3,0,,58.78,25.73,3,-1
2463.27,1,,56.98,17.29,3,0,,57.17,26.2,3,-1
2463.35,1,,57.36,17.35,3,0,,58.84,25.81,3,-1
2463.44,1,,57.36,17.35,3,0,,57.48,25.95,3,-1
2463.57,1,,57.47,17.24,3,0,,58.73,25.83,3,-1
2464.44,1,,57.23,18.32,3,0,,58.03,25.95,3,-1
2464.44,1,,57.23,18.32,3,0,,58.18,26.04,3,-1
2464.44,1,,57.23,18.32,3,0,,58.72,26.1,3,-1
2464.44,1,,57.23,18.32,3,0,,57.77,25.88,3,-1
2464.44,1,,57.23,18.32,3,0,,58.05,26.05,3,-1
2464.44,1,,57.23,18.32,3,0,,59.25,26.05,3,-1
2464.44,1,,57.23,18.32,3,0,,59.25,26.05,3,-1
2464.44,1,,57.23,18.32,3,0,,58.6,26.05,3,-1
2464.44,1,,57.23,18.32,3,0,,58.6,26.05,3,-1
2464.55,1,,53.36,17.69,3,0,,58.04,26.1,3,-1
2464.64,1,,57.65,18.21,3,0,,58.44,26.02,3,-1
2464.85,1,,58.1,18.28,3,0,,58.32,26.28,3,-1
2464.85,1,,58.1,18.28,3,0,,59.17,26.06,3,-1
2464.94,1,,59.09,18.47,3,0,,58.31,26.17,3,-1
2465.03,1,,57.64,18.28,3,0,,58.38,26.15,3,-1
2465.16,1,,57.64,18.28,3,0,,57.7,26.1,3,-1
2465.39,1,,57.99,18.3,3,0,,57.23,25.95,3,-1
2465.39,1,,57.99,18.3,3,0,,58.29,26,3,-1
2465.42,1,,57.04,18.34,3,0,,57.86,25.98,3,-1
2465.64,1,,57.33,18.5,3,0,,57.29,26.03,3,-1
2465.64,1,,57.33,18.5,3,0,,58.27,26,3,-1
2465.76,1,,57.33,18.5,3,0,,58.96,26.27,3,-1
2465.84,1,,57.66,18.56,3,0,,58.19,26.3,3,-1
2465.93,1,,57.82,19.18,3,0,,57.81,26.32,3,-1
2466.02,1,,55.8,19.35,3,0,,57.95,26.38,3,-1
2466.15,1,,55.8,19.35,3,0,,59.23,26.38,3,-1
2466.35,1,,57.79,19.3,3,0,,59.09,26.32,3,-1
2466.36,1,,57.79,19.3,3,0,,58.49,26.47,3,-1
2466.41,1,,57.55,19.3,3,0,,58.56,26.59,3,-1
2466.63,1,,58.58,19.39,3,0,,59,27.09,3,-1
2466.63,1,,58.58,19.39,3,0,,59.17,26.5,3,-1
2466.87,1,,56.81,19.49,3,0,,58.34,26.74,3,-1
2466.87,1,,56.81,19.49,3,0,,57.85,26.62,3,-1
2466.93,1,,58.19,19.91,3,0,,60.01,26.54,3,-1
2467.01,1,,59.74,19.6,3,0,,58.97,26.75,3,-1
2467.13,1,,59.74,19.6,3,0,,59.05,26.22,3,-1
2467.28,1,,58.68,19.96,3,0,,58.04,26.63,3,-1
2467.31,1,,58.68,19.96,3,0,,58.76,26.8,3,-1
2467.55,1,,58.36,19.92,3,0,,57.85,27,3,-1
2467.55,1,,58.36,19.92,3,0,,57.85,27,3,-1
2467.61,1,,58.31,20.11,3,0,,59.39,26.63,3,-1
2467.79,1,,58.57,20.11,3,0,,58.69,26.73,3,-1
2467.82,1,,58.57,20.11,3,0,,59.17,26.55,3,-1
2467.91,1,,58.48,20.37,3,0,,58.8,26.75,3,-1
2468,1,,58.04,20.59,3,0,,59.48,26.93,3,-1
2468.28,1,,58.47,20.66,3,0,,60.2,26.93,3,-1
2468.28,1,,58.47,20.66,3,0,,59.27,26.86,3,-1
2468.3,1,,58.57,20.94,3,0,,58.96,26.99,3,-1
2468.46,1,,58.6,21.11,3,0,,59.46,26.57,3,-1
2468.52,1,,58.43,21.07,3,0,,59.55,27.06,3,-1
2468.6,1,,58.68,21.35,3,0,,59.24,27.08,3,-1
2468.75,1,,59.16,21.51,3,0,,58.84,27.28,3,-1
2468.82,1,,61.69,21.23,3,0,,57.42,27.53,3,-1
2469.66,1,,59.57,22.34,3,0,,59.3,27.09,3,-1
2469.66,1,,59.57,22.34,3,0,,59.4,27.41,3,-1
2469.66,1,,59.57,22.34,3,0,,59.4,27.41,3,-1
2469.66,1,,59.57,22.34,3,0,,59.73,27.33,3,-1
2469.66,1,,59.57,22.34,3,0,,59.05,27.47,3,-1
2469.66,1,,59.57,22.34,3,0,,60.34,27.07,3,-1
2469.66,1,,59.57,22.34,3,0,,60.34,27.07,3,-1
2469.66,1,,59.57,22.34,3,0,,60.58,27.31,3,-1
2469.68,1,,59.57,22.34,3,0,,58.97,27.54,3,-1
2469.8,1,,57.66,22.01,3,0,,59.11,27.83,3,-1
2469.89,1,,59.89,22.31,3,0,,59.65,27.44,3,-1
2470.11,1,,59.38,22.59,3,0,,58.88,27.56,3,-1
2470.11,1,,59.38,22.59,3,0,,59.31,27.65,3,-1
2470.19,1,,61.44,22.9,3,0,,59.56,27.65,3,-1
2470.31,1,,59.72,22.85,3,0,,59.94,27.76,3,-1
2470.38,1,,59.73,23.14,3,0,,58.98,27.78,3,-1
2470.64,1,,60.15,23.48,3,0,,59.28,27.66,3,-1
2470.64,1,,60.15,23.48,3,0,,59.28,27.66,3,-1
2470.68,1,,60.15,23.48,3,0,,59.03,27.87,3,-1
2470.88,1,,60.61,23.52,3,0,,59.11,28.29,3,-1
2470.88,1,,60.61,23.52,3,0,,59.11,28.29,3,-1
2471.09,1,,60.94,23.96,3,0,,58.74,27.88,3,-1
2471.09,1,,60.94,23.96,3,0,,59.71,28.06,3,-1
2471.28,1,,59.71,24.47,2,1,,60.89,27.96,3,-1
2471.28,1,,59.71,24.47,2,1,,60.1,27.93,3,-1
2471.51,1,,60.59,24.21,2,1,,60.29,28.14,3,-1
2471.51,1,,60.59,24.21,2,1,,60.29,28.14,3,-1
2471.58,1,,60.72,24.26,2,1,,60.38,28.02,3,-1
2471.66,1,,60.84,24.38,2,1,,61.74,28.07,3,-1
2471.91,1,,60.65,24.52,2,1,,59.46,28.16,3,-1
2471.91,1,,60.65,24.52,2,1,,60.65,28.07,3,-1
2472.11,1,,60.11,24.56,2,1,,60.06,27.98,3,-1
2472.21,1,,60.98,24.99,2,1,,60.76,28.46,3,-1
2472.21,1,,60.98,24.99,2,1,,59.24,28.15,3,-1
2472.35,1,,61.04,25.08,2,1,,60.39,28.22,3,-1
2472.38,1,,61.04,25.08,2,1,,60.18,28.36,3,-1
2472.59,1,,60.71,25.16,2,1,,60.56,28.31,3,-1
2472.59,1,,60.71,25.16,2,1,,59.91,28.23,3,-1
2472.77,1,,60.85,25.38,2,1,,58.95,28.26,3,-1
2472.77,1,,60.85,25.38,2,1,,60.35,28.53,3,-1
2472.87,1,,61.34,25.51,2,1,,60.25,28.5,3,-1
2472.95,1,,62.17,25.65,2,1,,59.99,28.51,3,-1
2473.08,1,,63.05,25.56,2,1,,60.77,29.33,3,-1
2473.17,1,,63.05,25.56,2,1,,62.42,29.69,3,-1
2473.25,1,,61.85,25.95,2,1,,61.3,29.55,3,-1
2473.52,1,,61.99,26.35,1,1,,61.53,29.61,3,-1
2473.52,1,,61.99,26.35,1,1,,61.54,29.66,3,-1
2473.55,1,,61.99,26.35,1,1,,60.58,29.38,3,-1
2473.68,1,,61.99,26.35,1,1,,60.6,28.8,3,-1
2473.76,1,,61.74,26.58,1,1,,60.35,29.16,3,-1
2473.85,1,,61.49,26.62,1,1,,60.72,29.16,3,-1
2473.95,1,,61.49,26.62,1,1,,61.17,28.93,3,-1
2474.09,1,,58.65,26.26,0,2,,59.94,28.92,3,-1
2474.28,1,,61.47,26.83,0,2,,61.14,29.05,3,-1
2474.28,1,,61.47,26.83,0,2,,60.43,28.9,3,-1
2474.45,1,,61.75,26.84,0,2,,59.87,28.77,2,1
2474.46,1,,61.75,26.84,0,2,,60.53,28.93,2,1
2474.58,1,,61.97,27.05,0,2,,59.69,28.84,2,1
2474.75,1,,62.32,27.33,0,2,,60.42,28.84,2,1
2474.75,1,,62.32,27.33,0,2,,61.32,29.03,2,1
2474.84,1,,62.34,27.6,0,2,,60.28,29.2,2,1
2474.93,1,,62.34,27.6,0,2,,62.39,28.79,2,1
2475.05,1,,61.99,27.6,0,2,,60.98,28.96,2,1
2475.14,1,,62.66,28.02,0,2,,60.04,29.23,2,1
2475.35,1,,63.22,28.14,0,2,,60.87,29.04,2,1
2475.35,1,,63.22,28.14,0,2,,58.91,29.32,2,1
2475.44,1,,63.39,28.48,0,2,,60.34,29.05,2,1
2475.53,1,,62.92,28.57,0,2,,60.62,29.25,2,1
2475.78,1,,63.46,28.7,0,2,,60.5,29.29,2,1
2475.78,1,,63.46,28.7,0,2,,60.34,29.19,2,1
2475.83,1,,63.11,28.85,0,2,,60.74,29.47,2,1
2475.94,1,,63.11,28.85,0,2,,61.25,29.17,2,1
2476.14,1,,63.76,28.88,0,2,,60.82,29.43,2,1
2476.16,1,,64.08,29.07,0,2,,60.87,29.46,2,1
2476.25,1,,62.42,29.16,0,2,,60.72,29.6,2,1
2476.34,1,,63.52,28.73,0,2,,61.09,29.89,2,1
2476.44,1,,63.07,29.14,0,2,,60.22,29.41,2,1
2476.53,1,,63.27,29.31,0,2,,60.3,29.5,2,1
2476.77,1,,64.05,29.76,0,2,,60.16,29.45,2,1
2476.77,1,,64.05,29.76,0,2,,61.74,29.3,2,1
2476.82,1,,62.83,29.53,0,2,,60.56,29.22,2,1
2476.92,1,,63.55,29.63,0,2,,59.43,29.1,2,1
2477.03,1,,66.33,30.18,0,2,,60.71,29.58,2,1
2477.18,1,,63.94,29.7,0,2,,60.16,29.5,2,1
2477.28,1,,63.94,29.7,0,2,,60.88,29.68,2,1
2477.33,1,,64.38,30.2,0,2,,60.56,30.09,2,1
2477.51,1,,64.66,30.28,0,2,,60.53,29.58,2,1
2477.51,1,,64.66,30.28,0,2,,60.21,29.44,2,1
2477.76,1,,65.74,30.7,0,2,,61.35,29.81,2,1
2477.76,1,,65.74,30.7,0,2,,61.54,29.66,2,1
2477.82,1,,64.94,30.68,0,2,,60.03,29.63,3,0
2477.9,1,,64.94,30.68,0,2,,59.39,29.14,3,0
2478.12,1,,65.22,31.03,0,2,,61.28,30.02,3,0
2478.12,1,,65.22,31.03,0,2,,60.53,29.81,3,0
2478.27,1,,65.22,31.03,0,2,,61.59,29.79,3,0
2478.32,1,,65.38,31.3,0,2,,62.85,30.39,3,0
2478.42,1,,65.5,31.33,0,2,,60.31,30.13,3,0
2478.5,1,,65.23,31.23,0,2,,60.67,30.08,3,0
2478.77,1,,64.84,31.49,0,2,,61.48,29.98,3,0
2478.77,1,,64.84,31.49,0,2,,61.43,30.17,3,0
2478.8,1,,64.84,31.49,0,2,,60.79,30.13,3,0
2478.93,1,,64.84,31.49,0,2,,61.36,29.53,3,0
2479.01,1,,64.99,31.6,0,2,,61.32,29.94,3,0
2479.1,1,,65.74,31.64,0,2,,60.32,30.03,3,0
2479.19,1,,65.74,31.64,0,2,,60.91,29.87,3,0
2479.31,1,,64.94,31.72,0,2,,60.21,30.17,3,0
2480.09,1,,66.05,32.55,0,2,,60.54,29.99,3,0
2480.09,1,,66.05,32.55,0,2,,60.54,30.12,3,0
2480.09,1,,66.05,32.55,0,2,,60.63,30.14,3,0
2480.09,1,,66.05,32.55,0,2,,60.63,30.14,3,0
2480.1,1,,66.05,32.55,0,2,,60.91,30.45,3,0
2480.1,1,,66.05,32.55,0,2,,61.59,29.89,3,0
2480.1,1,,66.05,32.55,0,2,,61.59,29.89,3,0
2480.1,1,,66.05,32.55,0,2,,61.51,30.57,3,0
2480.19,1,,67.06,32.55,0,2,,60.71,30.68,3,0
2480.3,1,,64.97,32.58,0,2,,60.34,31.04,3,0
2480.39,1,,66.67,32.64,0,2,,61.16,30.39,3,0
2480.6,1,,65.99,32.96,0,2,,62.11,30.78,3,0
2480.6,1,,65.99,32.96,0,2,,59.96,30.79,3,0
2480.69,1,,66.08,32.88,0,2,,61.25,30.65,3,0
2480.78,1,,66.07,33.11,0,2,,61.33,30.57,3,0
2480.91,1,,66.07,33.11,0,2,,61.65,30.9,3,0
2481.12,1,,65.83,32.98,0,2,,62.04,30.86,3,0
2481.12,1,,65.83,32.98,0,2,,62.04,30.86,3,0
2481.18,1,,65.46,33.21,0,2,,61.8,30.94,3,0
2481.38,1,,65.82,33.19,0,2,,62.97,31.42,3,0
2481.38,1,,65.82,33.19,0,2,,61.48,30.91,3,0
2481.59,1,,66.5,33.37,0,2,,61.65,30.77,3,0
2481.59,1,,66.5,33.37,0,2,,60.68,30.9,3,0
2481.68,1,,65.67,33.4,0,2,,61.56,30.93,3,0
2481.77,1,,66.3,33.39,0,2,,61.32,30.77,3,0
2481.89,1,,66.03,33.49,0,2,,60.88,30.68,2,1
2482.13,1,,66.28,33.69,0,2,,61.48,31.04,2,1
2482.17,1,,66.49,33.62,0,2,,61.83,30.99,2,1
2482.17,1,,66.49,33.62,0,2,,61.23,30.91,2,1
2482.38,1,,66.78,34.08,0,2,,60.95,31.42,2,1
2482.38,1,,66.78,34.08,0,2,,61.53,31.38,2,1
2482.58,1,,66.5,34.01,0,2,,62.23,31.22,2,1
2482.58,1,,66.5,34.01,0,2,,61.14,31.14,2,1
2482.67,1,,66.71,34.39,0,2,,61.8,31.22,2,1
2482.76,1,,66.71,34.39,0,2,,62.62,31.45,2,1
2482.88,1,,66.63,34.49,0,2,,62.28,30.82,2,1
2483.09,1,,66.31,34.78,0,2,,61.6,31.22,2,1
2483.09,1,,66.31,34.78,0,2,,61.6,31.22,2,1
2483.27,1,,66.39,34.12,0,2,,62.92,31.76,2,1
2483.28,1,,66.39,34.12,0,2,,63.94,32.02,2,1
2483.37,1,,66.4,34.74,0,2,,61.76,31.59,2,1
2483.46,1,,66.4,34.74,0,2,,63.26,31.82,2,1
2483.6,1,,66.64,34.76,0,2,,62.37,31.79,2,1
2483.67,1,,66.29,34.77,0,2,,63.25,31.92,2,1
2483.76,1,,66.29,34.77,0,2,,61.54,31.61,2,1
2483.88,1,,67.01,34.88,0,2,,62.61,31.45,2,1
2484.08,1,,67.42,34.81,0,2,,62.39,31.89,2,1
2484.08,1,,67.42,34.81,0,2,,61.56,31.68,2,1
2484.2,1,,67.42,34.81,0,2,,62.36,31.18,2,1
2484.32,1,,67.23,34.96,0,2,,65.47,32.31,2,1
2484.35,1,,67.23,34.96,0,2,,62.57,31.76,2,1
2484.44,1,,67.23,34.96,0,2,,62.04,31.67,2,1
2484.57,1,,67.3,35.26,0,2,,63.11,31.96,2,1
2485.44,1,,67.64,35.84,0,2,,63.2,32.19,2,1
2485.44,1,,67.64,35.84,0,2,,62.79,32.11,2,1
2485.44,1,,67.64,35.84,0,2,,62.65,31.96,2,1
2485.44,1,,67.64,35.84,0,2,,62.65,31.96,2,1
2485.44,1,,67.64,35.84,0,2,,63.24,32.33,2,1
2485.44,1,,67.64,35.84,0,2,,62.22,32.29,2,1
2485.44,1,,67.64,35.84,0,2,,62.22,32.29,2,1
2485.44,1,,67.64,35.84,0,2,,61.61,32.47,2,1
2485.44,1,,67.64,35.84,0,2,,61.61,32.47,2,1
2485.55,1,,66.22,36.01,0,2,,62.87,32.47,2,1
2485.64,1,,67.68,35.93,0,2,,62.91,32.41,2,1
2485.77,1,,67.68,35.93,0,2,,62.66,32.77,2,1
2485.85,1,,67.63,35.89,0,2,,63.61,32.58,2,1
2486.04,1,,67.46,36.15,0,2,,61.35,32.51,2,1
2486.04,1,,67.46,36.15,0,2,,62.73,32.63,2,1
2486.12,1,,67.31,36.15,0,2,,62.66,32.8,2,1
2486.33,1,,68.27,35.93,0,2,,61.77,32.7,2,1
2486.33,1,,68.27,35.93,0,2,,62.41,32.6,2,1
2486.43,1,,68.27,35.93,0,2,,63.33,32.82,2,1
2486.66,1,,67.41,36.18,0,2,,61,33.08,2,1
2486.66,1,,67.41,36.18,0,2,,61,33.08,2,1
2486.75,1,,68.27,36.28,0,2,,63.09,32.76,2,1
2486.84,1,,67.67,36.59,0,2,,62.67,33.04,2,1
2486.99,1,,67.37,36.57,0,2,,63.57,33.19,2,1
2487.02,1,,67.37,36.57,0,2,,62.92,33.03,2,1
2487.11,1,,67.26,36.61,0,2,,61.78,32.53,2,1
2487.3,1,,67.26,36.61,0,2,,62.37,33.31,2,1
2487.32,1,,67.24,36.73,0,2,,63.58,33.34,2,1
2487.41,1,,67.45,36.64,0,2,,63.15,33.27,2,1
2487.63,1,,68.14,36.92,0,2,,64.33,33.42,2,1
2487.63,1,,68.14,36.92,0,2,,62.62,33.45,2,1
2487.83,1,,67.93,36.71,0,2,,63.84,33.47,2,1
2487.83,1,,67.93,36.71,0,2,,62.94,33.42,2,1
2487.93,1,,67.44,36.87,0,2,,62.96,33.28,2,1
2488.05,1,,67.44,36.87,0,2,,64.28,33.74,2,1
2488.1,1,,67.6,37.02,0,2,,61.37,33.15,2,1
2488.31,1,,67.97,37.05,0,2,,63.44,33.51,2,1
2488.31,1,,67.97,37.05,0,2,,63.7,33.44,2,1
2488.68,1,,68.33,36.98,0,2,,62.96,33.99,2,1
2488.68,1,,68.33,36.98,0,2,,64.2,34.16,2,1
2488.68,1,,68.33,36.98,0,2,,64.2,34.16,2,1
2488.7,1,,68.33,36.98,0,2,,63.32,33.79,2,1
2488.82,1,,67.71,37.37,0,2,,63.2,34.21,2,1
2488.92,1,,68.23,37.27,0,2,,64.02,34.14,2,1
2489.01,1,,68.23,37.27,0,2,,63.21,33.85,2,1
2489.09,1,,67.71,37.56,0,2,,62.29,33.6,2,1
2489.46,1,,68.25,36.84,0,2,,63.62,34.45,2,1
2489.46,1,,68.25,36.84,0,2,,64.16,34.27,2,1
2489.46,1,,68.25,36.84,0,2,,64,33.54,2,1
2489.52,1,,68.22,37.61,0,2,,65.42,34.7,2,1
2489.64,1,,68.21,37.64,0,2,,64.66,34.54,2,1
2489.69,1,,68.21,37.64,0,2,,63.53,34.44,2,1
2489.81,1,,68.21,37.64,0,2,,64.77,34.34,2,1
2490.71,1,,67.85,37.94,0,1,,64.28,34.49,2,1
2490.72,1,,67.85,37.94,0,1,,64.39,34.74,2,1
2490.72,1,,67.85,37.94,0,1,,63.9,34.65,2,1
2490.72,1,,67.85,37.94,0,1,,63.9,34.65,2,1
2490.72,1,,67.85,37.94,0,1,,63.9,34.65,2,1
2490.72,1,,67.85,37.94,0,1,,63.9,34.65,2,1
2490.72,1,,67.85,37.94,0,1,,66.19,35.03,2,1
2490.72,1,,67.85,37.94,0,1,,63.13,34.58,2,1
2490.72,1,,67.85,37.94,0,1,,64.37,34.89,2,1
2490.8,1,,68.62,38.45,0,1,,63.7,35.12,2,1
2490.89,1,,69.1,37.91,0,1,,62.6,35.47,2,1
2491.1,1,,67.89,38.25,0,1,,64.91,34.9,2,1
2491.11,1,,67.89,38.25,0,1,,63.67,34.66,2,1
2491.19,1,,68.74,38.24,0,1,,64.55,35.48,2,1
2491.28,1,,68.74,38.24,0,1,,65.04,35.35,2,1
2491.37,1,,67.65,38.12,0,1,,65.07,35.17,2,1
2491.58,1,,68.8,38.32,0,1,,66.9,35.79,2,1
2491.58,1,,68.8,38.32,0,1,,65.04,35.66,2,1
2491.67,1,,68.47,38.15,0,1,,65.13,35.51,2,1
2491.88,1,,67.99,38.39,0,1,,65,35.28,2,1
2491.88,1,,67.99,38.39,0,1,,64.97,35.53,2,1
2492,1,,67.99,38.39,0,1,,65.16,35.81,2,1
2492.06,1,,67.99,38.39,0,1,,66.07,35.09,2,1
2492.18,1,,68.66,38.15,0,1,,64.78,35.57,2,1
2492.28,1,,68.66,38.15,0,1,,65.09,35.64,2,1
2492.37,1,,68.66,38.15,0,1,,65.6,35.85,1,1
2492.58,1,,68.3,38.22,0,1,,65.72,36.08,1,1
2492.58,1,,68.3,38.22,0,1,,65.28,35.62,1,1
2492.66,1,,68.06,38.33,0,1,,65.61,35.92,1,1
2492.88,1,,68.57,38.48,0,1,,65.87,36.22,1,1
2492.88,1,,68.57,38.48,0,1,,66.05,36.05,1,1
2493.08,1,,68.64,38.84,0,1,,65.74,35.92,1,1
2493.08,1,,68.64,38.84,0,1,,65.74,35.92,1,1
2493.18,1,,68.43,38.81,0,1,,65.21,36.43,1,1
2493.26,1,,68.8,38.97,0,1,,66.25,36.36,1,1
2493.35,1,,69,38.55,0,1,,65.06,36.23,1,1
2493.51,1,,68.12,38.99,0,1,,66.32,36.75,1,1
